3893,"Talk Number"
1534,"5FE","小子，学了这掌法，望你用*於正途．否则，老叫化我第*一个将你除去．"
1535,"5FF","谨遵师父教诲．"
1536,"600","什麽“师父”，我不是你师*父，你烧好菜给我吃，我教*你一套掌法，各不相欠．*知道吗。没事就走吧，老叫*化我不会再教你了．"
1537,"601","没事就走吧，老叫化我不会*再教你了．"
1538,"602","这位公子，不知来小女子程*英家中所为何事？　"
1539,"603","在下浪迹天涯寻找一些书，*途经姑娘家门外，想说进来*碰碰运气。"
1540,"604","不知公子找些什麽东西？　"
1541,"605","不瞒姑娘，在下找寻的是江*湖中传说的“十四天书”。"
1542,"606","“十四天书”，我也曾听人*提起过，听说是很久以前的*一位前辈所遗留下来的。*不过我倒是不知这些书的下*落。"
1543,"607","是啊，知道这些书下落的人*也不多。**姑娘家中就只一个人吗？　"
1544,"608","自从和家师黄岛主分开後，*我就一个人在此定居。"
1545,"609","原来姑娘是东邪黄药师的高*徒，那武功一定不错了。"
1546,"60A","哪里，我资质太差，没能学*到师父武功的精髓，只学会*一些奇门五行之术。"
1547,"60B","原来姑娘还懂奇门五行之术，*这对闯荡江湖很有用呢。"
1548,"60C","是有点用处，有些平常人看*不出的布局，我略懂一些。"
1549,"60D","那程姑娘可否与在下一游，*帮忙在下寻找那十四天书？　"
1550,"60E","嗯，好吧。*反正我一人在此也是无聊，*就随公子一游吧。"
1551,"60F","打扰姑娘多时，在下告退。"
1552,"610","我看公子脸上泛有戾气，公*子还是多做些善事才是。"
1553,"611","公子再次拜访，*不知有何贵干？　"
1554,"612","在下途经贵府，顺道进来看*看程姑娘是否安好。"
1555,"613","谢谢公子的关心。"
1556,"614","这位兄台，你家怎麽有这麽*多漂亮姊姊。"
1557,"615","她们都是我的弟子。"
1558,"616","你这师父是教什麽武功，怎*麽都收女弟子？　"
1559,"617","我这里是白驼山。我是这里*的少主欧阳克。我的弟子都*是从各地挑选出的美女，由*我亲自传授功夫。"
1560,"618","＜这是限制级的游戏吗？＞*你可真行，　*让我也加入好了。"
1561,"619","你是谁，到我白驼山撒野。*让我们先来比一比*真武艺。"
1562,"61A","怎样，我的功夫比你强吧。"
1563,"61B","你知道我是谁吗？"
1564,"61C","你不是说了吗，你是白驼山*的少主。"
1565,"61D","那你不知道我叔父是谁吗？　"
1566,"61E","是谁？　"
1567,"61F","江湖上人称“西毒”的欧阳*锋。"
1568,"620","听起来好像不好惹。"
1569,"621","知道不好惹就对了。*小子，我看你功夫还不错，*这样子好了，我们可以找一*些志同道合的人，使尽各种*手段，打倒各大门派，称霸*这武林。*到时我们就可和我叔父他们*一般，闯出一番名号，让武*林中人闻之丧胆。"
1570,"622","你说要不惜使用各种手段，*那行为不是太卑鄙了吗？　"
1571,"623","这年头你还想正正当当的，*那你要等到什麽时後才能称*霸武林。"
1572,"624","我想看看……"
1573,"625","好吧，那我们就一起称霸武*林吧。反正有句名言不是说*“好人早死，坏人较长命”。"
1574,"626","走吧，再去找一些邪恶的人*来加入。"
1575,"627","不行，不行。　*我们同伴中没有女的我会受*不了，等你找到女的再说。"
1576,"628","不行，我还是想当个大侠　*不肖与你这个人为伍。"
1577,"629","真是可惜，本来还想跟你研*究研究“床上功夫”呢。"
1578,"62A","怎样，想通了吗。"
1579,"62B","晚辈参见郭大侠，黄女侠。"
1580,"62C","你们是来找《射雕英雄传》*的吧．"
1581,"62D","江湖中人传言果然不假，黄*女侠的聪明机智真是令人敬*佩。*没错，此次上桃花岛拜见二*位，主要目的就是为了*《射雕英雄传》一书．"
1582,"62E","来到这里，费了番功夫吧．"
1583,"62F","是费了番功夫，不过若是能*拿到《射雕英雄传》，再苦*也是值得的。"
1584,"630","没错《射雕英雄传》一书*是在我夫妇手里，给你也是*可以。"
1585,"631","多谢郭大侠及黄女侠。"
1586,"632","小兄弟，你叫我一声大侠。*我问你，为什麽江湖上人会*尊称我一声郭大侠。"
1587,"633","那是因为郭大侠武功高强，*降龙十八掌威震八方。"
1588,"634","我再问你，为什麽我们要练*武功。"
1589,"635","因为武功若练的比别人强，*则可以压制对方，做到你想*要做的事。*当然啦，我不是说要去欺压*别人，而是你若武功比不上*对方，拿什麽去行侠仗义？　"
1590,"636","我辈练功学武，所为何事？　*行侠仗义，济人困厄固然是*本份。但那只是侠之小者。*江湖上所以尊称我一声郭大*侠，实乃敬我早年为国为民*奋不顾身地戍守襄阳。*然我能力有限，不能为民解*困，有愧这“大侠”二字。**我想你聪明智慧过我十倍，　　　*将来的成就定然远胜于我。　　　　*只盼你心头牢牢记着，*“为国为民，侠之大者”*这八个字，日後名扬天下，*成为万民敬仰的真正大侠。"
1591,"637","……"
1592,"638","所以说，只要你能发挥一个*侠者的风范，这本书我就直*接送给你。*不然，你就得胜过我才能拿*走这本书。**为了让你好好的修练，我就*送你一些东西，以免你去偷*别人的东西，误入歧途。*在厨房角落的柜子里，放有*一些我桃花岛的独特药丸，*你就拿去吧。"
1593,"639","你在江湖上的作为，我夫妇*俩已有所闻，这书你就拿去*吧。"
1594,"63A","你目前的所作所为，还不配*称为一个侠者，再努力吧。*或者你想试试我的武功？　"
1595,"63B","晚辈不才，*斗胆向前辈请教。"
1596,"63C","你的功夫这麽强，希望你不*要滥用才是。这书拿去吧。"
1597,"63D","等会儿，我也想领教一下，*看看他是不是真的有实力从*我桃花岛上取走这本书。"
1598,"63E","承蒙两位前辈高抬贵手，这*书我就拿走了。"
1599,"63F","晚辈功夫不济，下回再登门*拜访二位。"
1600,"640","你的功夫这麽强，希望你不*要滥用才是。"
1601,"641","望你记得郭大侠的话。"
1602,"642","记着我的话，多行侠仗义　*做一个真正的侠之大者。"
1603,"643","要成为一个真正的侠客，或*是只想拥有高强的武功，就*看你自己了。"
1604,"644","记着，虽然现在你已经称得*上是一名侠者，但是如何保*持下去才是更为重要。"
1605,"645","听了郭大侠说了这麽多教导　*记着没有。"
1606,"646","来者何人，擅闯我铁掌山。"
1607,"647","铁掌山，我还以为是“猴爪*山”呢？　"
1608,"648","大胆狂徒，竟敢上我铁掌帮*找碴。"
1609,"649","……"
1610,"64A","前辈就是铁掌帮的帮主吧。"
1611,"64B","小子，你是谁？怎麽进来的？　　　　　　　　　　　　"
1612,"64C","晚辈经过这铁掌山下，看到*此山形状奇特，特地上山来*看一看，哪知你的手下就动*手打人．难道此山是你们的*吗？　"
1613,"64D","不知天高地厚的小子．*你知道江湖上武功最高的是*谁吗？　"
1614,"64E","我曾听人说，东邪、西毒、　*南帝、北丐，是江湖上武功*最高强的四人．"
1615,"64F","当年华山论剑之时，要不是*我的铁掌神功还没练成，来*不及参加．*否则“武功天下第一”的*名号岂会被王重阳夺去．如*今我神功既成，下一回的华*山论剑，我会让世人知道谁*才是当今江湖中武功最高的*人．"
1616,"650","是吗？可是我也会参加此次*的大会，这武功天下第一的*封号我可是要定了．"
1617,"651","现在的年轻人都像你一样狂*妄吗？　*今天，我就让你尝尝苦头．"
1618,"652","老伯，我看华山论剑你还*是别去了，我替你去．"
1619,"653","这里是终南山重阳宫，不知*阁下上山有何贵干。"
1620,"654","在下素闻全真教乃武林第一*教，顺道上山来参观一下。"
1621,"655","很抱歉，敝教丘掌门外出*，重阳宫恕不接客．"
1622,"656","那只好得罪了，因为里面搞*不好有我要的东西．"
1623,"657","真是不巧，那只好改天再登*门拜访了．"
1624,"658","阁下硬闯重阳宫，这梁子是*和全真教结定了．"
1625,"659","阁下为何硬闯我全真教．"
1626,"65A","前辈是丘掌门吧？我听说先*师王重阳武功天下第一，所*以想看看他所创的全真教是*否同他一样厉害．"
1627,"65B","丘师弟出去了，我是王处*一．废话少说，动手吧！"
1628,"65C","好不容易解决这巨蟒，看看*有什麽战利品好拿的……*听人说“蛇胆”蛮补的……"
1629,"65D","一条蛇只有一个蛇胆吧。*剩下的没什麽好拿了。"
1630,"65E","这黑水潭似乎是有人特别布*局过，但却也难不倒我。"
1631,"65F","这古墓内阴深深的怪可怕。*不管这麽多了，为了完成任*务，我“墓仔埔也敢去”。"
1632,"660","上次我是大意输你，你还敢*再来，这次要你躺着出去。"
1633,"661","怎样，又大意了。"
1634,"662","哼！　"
1635,"663","小弟弟，你长的好可爱哦！　"
1636,"664","公子，带我们一起去嘛！　"
1637,"665","小子，铁掌帮你也敢闯，*是不是活*得不耐烦了？　"
1638,"666","咦，想不到这花丛中还藏有*宝物．"
1639,"667","就这麽一点微末道行，也敢*到我重阳宫撒野．"
1640,"668","在下的确是自不量力，但人*在江湖，身不由己啊．　**为了找那几本书，我只有硬*着头皮四处踢馆，看能不能*有什麽收获．"
1641,"669","看你的本质还不坏，但武功*太差了，这样怎麽在江湖上*混呢？　*我送你本秘笈，你拿去好好*钻研吧．"
1642,"66A","谢谢道长．"
1643,"66B","就算功夫不行，也不能四处*为恶，如果下次见到你时，*你还陷入邪道之中，老道就*要开杀戒了．"
1644,"66C","你这作恶多端的小子，老道*饶不了你．"
1645,"66D","最近江湖上对你的风评还挺*不错的，希望你继续保持下*去．"
1646,"66E","还好瑛姑告诉了我桃花岛的*入口以及走法，否则要进这*桃花岛可真不容易。"
1647,"66F","这位小哥，我初到此地，*不知这附近有哪里好玩的。"
1648,"670","我听人家说，西去有个无量*山，风景清幽，在下也正准*备前往一游。"
1649,"671","不知兄台如何称呼，怎麽一*人在外游荡？　"
1650,"672","在下姓段，单名一个誉字。*其实，我是从家里面逃出来*的。"
1651,"673","你干麽要从家里逃出来？　"
1652,"674","爹爹要教我练武功，我不大*想练。後来他逼得紧了，我*只得逃走。"
1653,"675","你爹爹教你什麽武功？　"
1654,"676","叫什麽“六脉神剑”的。"
1655,"677","这武功听起来好像很厉害的*样子，你为什麽不肯学，是*怕辛苦吗？　"
1656,"678","辛苦我才不怕呢。*我从小受了佛戒，这十多年*来，我学的都是儒家的仁人*之心，推己及人。佛家的戒*杀戒嗔，慈悲为怀。**忽然爹爹要我练武，学打人*杀人的法子，我自然觉得不*对头。"
1657,"679","可是如果你不会武功，看见*有人被欺负，而你又想救他*时，怎麽办？　"
1658,"67A","那我会大大的晓谕他一番，*不许他们这样胡乱杀人。要*知冤家宜解不宜结，何况凶*杀斗狠，有违国法，若叫官*府知道，大大的不妥。"
1659,"67B","＜这小子似乎有点秀逗＞"
1660,"67C","不知兄台是否愿与我同行，*前往那无量山一游。　"
1661,"67D","好啊，有个人做伴，路上也*有个照应。"
1662,"67E","嗯……我还有些事要办，*恐怕无法与阁下同行。"
1663,"67F","好了，不打扰兄台了。*他日有缘，再一同游山玩水*吧。"
1664,"680","阁下在大理玩的还开心吧。　"
1665,"681","大理境内风光明媚，果然是*个好地方。"
1666,"682","赏善罚恶两使既已出巡，*江湖上任何帮会门派都难逍*遥……"
1667,"683","老李，若是掌门师叔奉令而*去，那便如何？　"
1668,"684","自是有去无回。过去三十年*中奉令而去侠客岛的那些帮*主、总舵主、掌门人　。。*又有哪一个回来过了？　"
1669,"685","那侠客岛是什麽地方？　*为什麽各掌门都一去不回？　"
1670,"686","小子，别偷听别人讲话。"
1671,"687","自己说的这麽大声……"
1672,"688","这雕像中的女子倒也美丽。*……**咦，这下面写着几个字……*“磕首千遍，供我驱策。*遵行我命，百死无悔”……*＜神经病，谁要对着个石像*磕头。＞"
1673,"689","神仙姊姊，小生段誉今日得*睹芳容，死而无憾。**姊姊在此离世独居，不也太*寂寞了吗？　"
1674,"68A","段兄，你该不会在跟这玉像*说话吧。*＜这人真是，痴得可以＞"
1675,"68B","藐姑射之山，有神人居焉，*肌肤若冰雪，绰约若处子，*不食五谷，吸风饮露。*神仙姊姊，你若能活过来跟*我说一句话，我便为你死一*千遍，一万遍，也如身登极*乐，欢喜无限。***磕首千遍，原本就是天经地*义之事……"
1676,"68C","磕首千遍，原本就是天经地*义之事……"
1677,"68D","兄弟，你干麽？　*你真的要磕一千下呀。　"
1678,"68E","十，十一，十二……"
1679,"68F","我的妈呀！　"
1680,"690","兄弟，那还真磕了一千下，*你的头还好吧。*你看，蒲团都被你磕破了。"
1681,"691","咦，这蒲团中似乎藏有一个*绸包。这上面还有写字……*……*“汝既磕首千遍，自当供我*驱策，终身无悔。此卷为我*逍遥派武功精要，每日卯午*酉三时，务须用心修习一次*……”"
1682,"692","这里面好像有两本册子，一*本叫“北冥神功”，另一本*叫“凌波微步”。"
1683,"693","＜我不想学武功，可是神仙*姊姊的命令焉可不遵？　*我向她磕足一千个头，便是*答允供他驱策，奉行她的命*令。*我就先看看书上写些什麽？＞*“穷发之北有冥海者……*……北冥神*功系引世人之力而为我有。*北冥大水，非由自生。*语云︰“百川汇海，大海之水*以容百川而得。汪洋巨浸　*端在积聚。此手太阴肺经为*北冥神功第一课……*……*这上面还附有一些穴道图　*上面有条绿线……*……*咦，*我体内怎麽有点热热的……*……*另外一本“凌波微步”中　*上面画着好多脚印，而且还*注明着一些易经中的方位，*正好前几日刚钻研过易经，*这看起来容易多了……*……"
1684,"694","神仙姊姊，你吩咐我朝午晚*三次练功，段誉不敢有违。"
1685,"695","段兄想通了，肯练武了。"
1686,"696","但今後我会对人加倍客气，*别人不会来打我，我自然也*不会去吸他的内力。*至于这“凌波微步”我更要*用心练熟，眼见不对，立刻*溜之大吉。"
1687,"697","随便你了，我们走吧。"
1688,"698","哇！这是什麽怪物。"
1689,"699","难道……*难道竟是传说中的万毒之王*“莽牯朱蛤”？小心点。　"
1690,"69A","真是好险，差点就变成了这*“癞蛤蟆”的晚餐了。这会*换我来顿“三杯田鸡”。"
1691,"69B","这雕像中的女子倒也美丽。"
1692,"69C","神仙姊姊，你吩咐我朝午晚*三次练功，段誉不敢有违。"
1693,"69D","……"
1694,"69E","古人说︰“上有天堂，下有苏*杭，西湖的景色果然怡人。　*慕容公子住在这地方，又有*美人相陪，真是好福气呀。"
1695,"69F","阁下是谁？到这燕子坞来所*为何事？　"
1696,"6A0","在下之名不足挂齿，流浪江*湖只为回到未来，今日特来*请慕容公子指点迷津。"
1697,"6A1","阁下有话就直说吧。"
1698,"6A2","江湖中盛传，姑苏慕容家中*藏书丰富，天下武林奇书尽*皆收录。"
1699,"6A3","原来是想看我慕容家丰富的*武功秘笈……"
1700,"6A4","慕容公子误会了，在下要找*的，不是什麽武功秘笈，只*是几本小说而已。"
1701,"6A5","你是说……"
1702,"6A6","世人皆以为“十四天书”是*什麽高深的武功秘笈，其实*据我所知不过是几本小说罢*了。*不知慕容家是否有收藏这些*书籍?　"
1703,"6A7","对不起，燕子坞的藏书并没*有阁下想要的。"
1704,"6A8","哦，是这样子啊……"
1705,"6A9","不过……"
1706,"6AA","不过什麽……"
1707,"6AB","不过其中一本书的下落，*我是知道的。"
1708,"6AC","哪一本书?　"
1709,"6AD","《天龙八部》。"
1710,"6AE","真的!在哪里?　"
1711,"6AF","不知阁下可曾听过我慕容家*的绝技。"
1712,"6B0","嗯，江湖中人提过，姑苏慕*容“以彼之道，还施彼身”。"
1713,"6B1","是啊，既然这样，你知道应*该怎麽做了。"
1714,"6B2","你是说……"
1715,"6B3","如果你帮我找到一些东西，*我就告诉你《天龙八部》的*下落。"
1716,"6B4","吓死我了，我以为你要用我*擅长的武功来对付我……*要知道，我所会的武功很多*……恐怕你不是这麽容易*“以彼之道，还施彼身”。"
1717,"6B5","阁下见笑了。　"
1718,"6B6","不知公子要找什麽东西?　"
1719,"6B7","大燕国的传国玉玺。"
1720,"6B8","大燕国的传国玉玺?　*慕容公子是古董收藏家吗?　*干嘛要“大燕国”的玉玺，　*你又不是皇帝，要玉玺做啥*用?　"
1721,"6B9","住口，我乃大燕慕容王孙。"
1722,"6BA","失敬，失敬。"
1723,"6BB","表哥，你怎麽还在想复国的*事情。"
1724,"6BC","历代祖宗遗训，怎可忘记。"
1725,"6BD","这位姑娘，有如天仙，不知*芳名……"
1726,"6BE","这是我表妹王语嫣。她熟读*各派武功精华，虽本身不会*任何武功，但武学见识广。"
1727,"6BF","王姑娘，你好……"
1728,"6C0","神仙姊姊……神仙姊姊……*小生段誉想你想得好苦啊!　"
1729,"6C1","这……"
1730,"6C2","你这小子干什麽，这样看着*我表妹。"
1731,"6C3","慕容公子请息怒，我这段兄*弟是认错人了。　*只是……只是真的很像……"
1732,"6C4","像什麽?　"
1733,"6C5","没有，我是说令表妹很像一*个人，一个我们在无量山中*发现的玉像，实在太像了。"
1734,"6C6","神仙姊姊……*你怎麽不跟我说话……*你跟我们走好不好。"
1735,"6C7","不行，我要跟着我表哥。"
1736,"6C8","段兄，别无礼了。*慕容公子，我们告退了。"
1737,"6C9","记得，你若想知道《天龙八部》*的下落，就快去找大燕*国的传国玉玺。"
1738,"6CA","王姑娘你好。"
1739,"6CB","神仙姊姊……*神仙姊姊……"
1740,"6CC","……"
1741,"6CD","若你想知道《天龙八部》的*下落，就快去找大燕国的传*国玉玺。"
1742,"6CE","兄弟，我决定要留下来陪神*仙姊姊，服侍她。*你自己走吧。"
1743,"6CF","段兄，这王姑娘不是你的神*仙姊姊。更何况人家喜欢的*是她表哥，别自作多情了。"
1744,"6D0","兄弟，我心意已决，你自己*保重吧。"
1745,"6D1","段兄，你在这过的还好吧?　"
1746,"6D2","兄弟，让我加入你吧。　*我想跟王姑娘在一起。"
1747,"6D3","段兄你真是个痴情种子，*我们当然是一起走喽。　"
1748,"6D4","很抱歉，段兄。*王姑娘的风采也挺令小弟着*迷的。"
1749,"6D5","能天天在这陪着神仙姊姊，*要我做牛做马我都愿意。"
1750,"6D6","慕容公子，你要找的大燕国*传国玉玺在这里。"
1751,"6D7","真的找到了!　*有了它，我大燕复国有望。"
1752,"6D8","那慕容公子可否履行诺言，*告知在下《天龙八部》一书*的下落。"
1753,"6D9","等会，有了传国玉玺并不能*证明我慕容复的身份。那麽*别人就不会听我号召……*大燕皇帝世系谱表呢?　*大燕皇帝世系谱表呢?　"
1754,"6DA","慕容公子并未叫我找那什麽*大燕皇帝世系谱表啊!　"
1755,"6DB","没有大燕皇帝世系谱表，别*人怎会相信我慕容复是王孙*的後代。你快去找大燕皇帝*世系谱表，找到了我才跟你*说《天龙八部》的下落。"
1756,"6DC","表哥，做人怎可言而无信?　*你说好要告诉这位公子的　*怎可反悔。*你不说，我可要告诉他了。"
1757,"6DD","你敢?　"
1758,"6DE","……"
1759,"6DF","好，我就再信你一次，去帮*你找那什麽世系谱表。希望*到时慕容公子别再失信。"
1760,"6E0","记得，若你想知道《天龙八部》*的下落，就快去找大燕*皇帝世系谱表。"
1761,"6E1","哈哈!有了大燕皇帝世系谱*表及传国玉玺，我就可号召*大燕後代，实行复国计划。"
1762,"6E2","慕容公子此次不会再失信了*吧。"
1763,"6E3","我慕容复何时曾失信过人。"
1764,"6E4","＜贵人多忘事＞"
1765,"6E5","《天龙八部》一书的下落是*在……"
1766,"6E6","在哪里?　"
1767,"6E7","在乔峰的手里。"
1768,"6E8","你是说丐帮帮主乔峰。"
1769,"6E9","正是。"
1770,"6EA","你该不会是随便说说的吧。*人家称你们为“南慕容，北*乔峰”，你就说书在他那儿。"
1771,"6EB","我表哥没有说谎，此书的确*是流落在他的手中。"
1772,"6EC","王姑娘说的话就可以信了。*好，我就上丐帮要书去了。"
1773,"6ED","不对，不对，阁下应该先上*少林才对。"
1774,"6EE","此话怎讲?　"
1775,"6EF","你想想看，你打得过那乔峰*吗?　"
1776,"6F0","打不过也得打，*不然怎麽办?　"
1777,"6F1","我有办法让乔峰乖乖的将书*交出来。"
1778,"6F2","他为什麽会乖乖交出来？"
1779,"6F3","因为我知道他一个极大的秘*密，一个足以让他身败名裂*的秘密。"
1780,"6F4","那为什麽要先到少林?　"
1781,"6F5","因为得先到少林寺拿一样东*西。"
1782,"6F6","一样东西?　"
1783,"6F7","是的，一样能让武林天翻地*覆的东西。*总之，你若和我一同前往，*我可以让你轻易获得该书。*否则，你自己一个人有自信*打败乔峰吗?　"
1784,"6F8","你为什麽要帮我?　"
1785,"6F9","没什麽，鱼帮水，水帮鱼。*我慕容氏人丁单薄，势力微*弱，想要重建邦国，谈何容*易。唯一的机会便是天下大*乱，武林动荡不安。而你也*可从中得到你要的东西。"
1786,"6FA","表哥，你不要想复国想到疯*了?　弄得天下大乱。"
1787,"6FB","住嘴。你以为我这慕容复的*“复”字是为何取的?我慕*容家族世世代代奔波一生　*所为何事?　***怎样，你要不要和我合作。　"
1788,"6FC","好，我就和你上少林，揭发*乔峰的秘密。"
1789,"6FD","慕容公子的“好”意，在下*心领了。在下对自己的武功*还有一点自信，我宁愿光明*正大的与乔大侠打斗，也不*愿用卑鄙的方法去得到那本*《天龙八部》。"
1790,"6FE","你再考虑清楚。"
1791,"6FF","阁下考虑得怎麽样，要不要*我加入你，让你能轻易获得*《天龙八部》?　"
1792,"700","公子有什麽事吗?　"
1793,"701","听说姑娘武学渊博，不知是*否能于在下旅程中，给予一*些指导。"
1794,"702","既然我表哥都加入了，我当*然要伴着他。"
1795,"703","我要留下来陪我表哥。"
1796,"704","没事，姑娘真是美丽。"
1797,"705","小和尚，借个位．．"
1798,"706","佛观一钵水，八万四千虫。　*若不持此咒，如食众生肉。*　缚悉波罗摩尼莎诃"
1799,"707","小师父，你叽哩咕噜念什麽*咒啊?　"
1800,"708","小僧念的是饮水咒。*佛说每一碗水中，有八万四*千条小虫，出家人戒杀，因*此要念了饮水咒，这才喝得*……"
1801,"709","这水干净得很，一条虫子也*没有，小师父真会说笑。"
1802,"70A","施主有所不知。*我辈凡夫看来，水中自然无*虫，但我佛以天眼看水，却*看到水中小虫成千上万。"
1803,"70B","那你念了饮水咒之後，将八*万四千条小虫喝入肚中，那*些小虫便不死了?　"
1804,"70C","这．．这个．．*师父倒没教过，*多半小虫便不死了．"
1805,"70D","对了，小和尚怎麽一个人在*此，是要准备前往西方取经*的吗?　"
1806,"70E","不是，我是和师父他们走丢*了，正想办法该如何回少林*寺去。"
1807,"70F","哦，原来是少林寺的高僧，　*武功定是很高喽。　"
1808,"710","哪里，小僧武功低微，在寺*中是打杂的。"
1809,"711","既然如此，小和尚要不要和*我一起走，我知道回少林的*路。"
1810,"712","好啊。"
1811,"713","不用了，小僧自己找路回少*林即可。**倒是施主眼神中充满戾气　*恐入魔道，望施主能及时回*头。"
1812,"714","小和尚，那改天我们少林寺*再见。"
1813,"715","小和尚，还没回少林呀?　"
1814,"716","施主是你。*是啊，小僧还没找到回少林*的路。"
1815,"717","终于回到少林寺了，我要赶*紧去向师父报告。否则会被*骂得很惨。*谢谢大哥一路上的照顾。"
1816,"718","请问这位师父，*这里就是少林寺吗?　"
1817,"719","正是。"
1818,"71A","少林寺耶!　*武学的殿堂，武侠小说中绝*对少不了的场景，赶紧进去*看一看。"
1819,"71B","请施主先将兵刃留下，待下*山前我们再归还予你。"
1820,"71C","可是我还是想进去看看。"
1821,"71D","不行，施主请下山吧。"
1822,"71E","靠．．．"
1823,"71F","大师承让了。"
1824,"720","请施主下山。"
1825,"721","好，好，我下回再来。"
1826,"722","……"
1827,"723","请施主下山！"
1828,"724","抱歉，恕难从命。"
1829,"725","方丈率寺中弟子，与其余五*大派共同围攻光明顶去了，*至今未回，*请施主下山。"
1830,"726","施主光临少林，*不知有何贵干?　"
1831,"727","大师，我们是来向你借一样*东西的。"
1832,"728","不知施主要跟老衲借什麽?　"
1833,"729","一份信件。"
1834,"72A","一份信件?　"
1835,"72B","没错，一份信件。*一份当年武林夙宿们共同草*拟的信件……*一份证明现在丐帮帮主乔峰*并不是汉人，而是契丹人的*信件。"
1836,"72C","你是谁?　"
1837,"72D","在下姑苏慕容复。"
1838,"72E","你是慕容复，你如何知道此*事?　"
1839,"72F","我自然知道。"
1840,"730","是了，一定是那个人告诉你*的。"
1841,"731","慕容公子，这是怎麽回事?　*什麽汉人，契丹人的?　   　　　　　　　　　　"
1842,"732","你不知道吧，我看恐怕江湖*上也没几个人会知道。原来*我们丐帮现任的帮主乔峰乔*大侠，并不是汉人，而是血*腥屠杀汉人的契丹狗。**当年这位玄慈方丈率领中原*群侠，误杀了一名契丹人。*而那名契丹人留有一子，中*原群侠因为愧疚想好好照顾*他，就决定由少林寺私下扶*养他长大……*後来那个孩子当上了丐帮帮*主，他就是乔峰。**可是呢，当年那些中原群侠*又怕乔峰体内所流露的契丹*性格，将来会爆发出来，危*害到中原武林，于是就写了*一份信件，说明了乔峰的身*份，一旦他野性暴露，就将*他的身份揭发出来，让中原*群侠一起对付他，就像对付*他爹一样。*所以呢，今天我们只要弄到*这信件，就可让乔峰羞愧得*无地自容。　*兄弟你自然也能轻易地得到*《天龙八部》了。"
1843,"733","阿弥陀佛，阿弥陀佛，*当年我们的确误杀了乔峰他*父亲。如今他的儿子有这番*成就，大仁大义，就是连汉*人也比不上的，老衲是不会*将那封信件交给你们的。"
1844,"734","方丈话别说得这麽快。*兄弟，接下来我会让你知道*带我来的好处。*方丈，你还记得“叶二娘”*吧?　**还记得“紫云洞相会”之事?*还记得“乔婆婆接生”之事*吗?　"
1845,"735","你……你……*你怎麽知……知道的……"
1846,"736","我知道的还很多，要不要我*再讲下去。"
1847,"737","不要再讲了……"
1848,"738","那信件呢?　"
1849,"739","这……***唉……*你们拿去吧。"
1850,"73A","兄弟，得手了。我们去丐帮*揭发乔峰吧。"
1851,"73B","阿弥陀佛，阿弥陀佛，*施主得饶人处且饶人。"
1852,"73C","阿弥陀佛，施主请留步。"
1853,"73D","怎麽，方丈後悔了。"
1854,"73E","老衲想通了，既造业因，便*有业果。自己的名声固然重*要，但是我亏欠乔峰一家人*实在太多了，我不能再让你*去害他。"
1855,"73F","方丈这是做什麽，今天我去*揭发乔峰，是为武林除害。"
1856,"740","是吗?　*依老衲看，是为了你大燕复*国的计划吧。*其实我早就该想到了，当初*就是你父亲慕容博施主，假*传音讯，说是契丹武士要大*举侵犯少林夺取武学典籍　*才会酿成大错。这一切，都*是你父亲要挑起汉辽武人相*斗，使你大燕从中取利。"
1857,"741","……"
1858,"742","快将信件留下。"
1859,"743","方丈不怕我将你的事也揭露*出来。"
1860,"744","我个人事小，中原武林的和*谐才重要。我不能让你利用*此信，引起武林的大风暴。"
1861,"745","好，你别怪我。这事传出去*後，看你少林寺的脸往哪里*摆。*一个堂堂的少林方丈和女人*乱来，还生下了一名私生子*……"
1862,"746","有这等事?　"
1863,"747","阿弥陀佛，*老衲是犯了佛门大戒，待将*你们拿下，取回信件後，老*衲自会自我惩处。"
1864,"748","看来免不了一战了。"
1865,"749","老衲犯了佛门大戒，有玷少*林清誉。现在又保不住此信*件，让你们危害武林……*还望少侠三思，别为奸人所*利用，千万不可将此信件交给*乔峰。"
1866,"74A","还望少侠三思，别为奸人所*利用，千万不可将此信件交给*乔峰。"
1867,"74B","唉，阿弥陀佛。*少侠为了夺书，做下此等恶*事，已误入邪途了。"
1868,"74C","咦，这蒲团下居然藏有一本*书，运气真好。"
1869,"74D","少侠能及时回头，没将信件*交于乔峰，未铸下大错，实*可喜可贺。"
1870,"74E","这位玩家，这边不能再过去*了……"
1871,"74F","你是谁?　*怎麽称呼我为“玩家”?　*莫非是……"
1872,"750","糟了，说溜嘴了。*没错，我是游戏设计者所安*插的一个小角色。我在这是*要告诉你，少林寺再进去一*点的场景要等到下一个游戏*才看得到，而且非常的丰*富，敬请期待。*不过，你还是得赶紧完成这*个游戏，并把它的优缺点告*诉我们，好让我们有改进的*方向。**最後祝你一切顺利。*你也别再对我做动作了，我*身上并没有多的线索了。"
1873,"751","解剑岩:*凡欲入本寺者,请在此将兵*刃放下，待离寺後归还。"
1874,"752","没事了，我们走吧。"
1875,"753","老伯，你年纪这麽大了，*还做这种粗活，少林寺也太*不敬老尊贤了。"
1876,"754","这算什麽，没听人说过　*少林寺中藏龙卧虎，搞不好*一个扫地僧都是身怀绝技的*高手。*我虽然年纪大了，这扫地的*活我还做得来。*只是人老了，记性就是有点*不太好。我跟你讲件事，你　　　　*可千万不能跟别人说哦！　"
