15713,"Talk Number"
7540,"1D74","师妹，天色也不早了，有的没的，就别要说了，让他们早些动身罢。"
7541,"1D75","唉，好吧……"
7542,"1D76","二位前辈，在下告辞。程姑娘，咱们走吧。"
7543,"1D77","唉，我这心里，还真有些舍不得……"
7544,"1D78","天色不早了，你们动身吧。"
7545,"1D79","桃花岛&&，见过胡先生。"
7546,"1D7A","桃花岛？胡某人与黄岛主没什么交情，这蝴蝶谷也不欢迎外人，你走吧。"
7547,"1D7B","这里有个棋局？哇，好厉害，好厉害，这棋局真是繁复无比，待我抄录下来，慢慢研究。"
7548,"1D7C","我已将此棋局抄录下来。"
7549,"1D7D","我们下去吧。"
7550,"1D7E","请输入对话内容，每隔12个汉字加一个星号*"
7551,"1D7F","你快些找到任我行吧，东方不败必然也得到了他重出江湖的消息，别让他出师未捷身先死了。"
7552,"1D80","嘿，又是你小子。天堂有路你不走，地狱无门你闯进来，别以为你会有上次的好运气！"
7553,"1D81","士别三日……还不知道是谁的运气不好呢。"
7554,"1D82","＜糟，才几个月不见，这小子居然有如此进境＞点子扎手，兄弟们撤！"
7555,"1D83","＜这两个头陀长得好生奇怪。嗯？他们似乎在说些什么，我且听听＞"
7556,"1D84","唉……师兄，转眼一年之期将至，那件事情还是毫无头绪，这可如何是好？"
7557,"1D85","那件事本就是极难，在加上我兄弟二人在教中的资历功劳，本来也受不得什么重罚。只是那妇人……唉……"
7558,"1D86","自从教主娶了她，便对我们这些老兄弟疏远了……这些年来，她魅惑教主，排除异己，只信任那些少男少女。我们这些老兄弟，三停中已去了两停。江湖将我们神龙教列为四大魔教，看似风光，实则……"
7559,"1D87","休说这些，还是赶路要紧。"
7560,"1D88","＜神龙教？唔……＞"
7561,"1D89","＜看来神龙教内也有角力，只是只凭那些少男少女，又怎么成得了气候？这教主夫人打得又是什么主意？师娘嘱我剿灭神龙教，看来进一步的讯息，是要从他们身上得到了。唔……看他们的去向，应该是^2江陵^^。＞"
7562,"1D8A","住店！"
7563,"1D8B","呦，二位客官，小店客满。实在是对不住了。"
7564,"1D8C","怎么，到我们兄弟时便客满了？这城中仅你一家客栈，还想店大欺客不成？看来不给你点苦头尝尝，怕是不行了。"
7565,"1D8D","客官息怒，客官息怒。小店确是客满了，不过这城中还有一去处，只是……"
7566,"1D8E","只是如何？"
7567,"1D8F","……只是传闻有恶鬼出没。"
7568,"1D90","笑话，这世上哪有什么鬼神？引我兄弟去了便是。"
7569,"1D91","掌柜的，你方才说什么恶鬼出没？"
7570,"1D92","小兄弟有所不知，这江陵本有一户庄姓望族，可后来因修订明史，犯了清廷的忌讳，惨遭抄家灭族之祸。自那以后，便不时有人在庄家的宅院外听到隐隐哭声。可是当人们进去寻找时，却发现宅内纤尘不染，又不见半个人影。你说，这不是闹鬼，又是什么？"
7571,"1D93","＜这倒有些意思＞"
7572,"1D94","哼，什么闹鬼，一群装神弄鬼的妇人而已。"
7573,"1D95","教主与夫人最喜欢少男少女，这小姑娘模样生得俊，正好擒回去送与教主和夫人。"
7574,"1D96","且慢！"
7575,"1D97","＜这小子功力不弱，我等尚有要事，不宜过多纠缠＞走！"
7576,"1D98","＜咦，这两个头陀落下什么了？＞"
7577,"1D99","小女子谢过少侠了，不知少侠高姓大名？"
7578,"1D9A","不敢当，桃花岛&&便是。不知夫人如何称呼，又为何会在此地呢？"
7579,"1D9B","实不相瞒，小女子的亡夫姓庄。这些姐妹，也与我一样，都是鳌拜所害忠臣义士的遗属。孀寡之人，不便抛头露面，故而聚于此处。适才听少侠自称“&&”，莫非便是诛杀鳌拜的……恩公？"
7580,"1D9C","正是在下，不过诛杀鳌拜非我一人之功……"
7581,"1D9D","见过恩公！！！"
7582,"1D9E","见过恩公！！！"
7583,"1D9F","这……如何当得，诛杀鳌拜，不过是因缘际会而已，诸位……太抬举在下了。"
7584,"1DA0","恩公过谦了，这里人人泣血痛心，日夜俟机复仇，却想不到报应来得如此之快……如今大仇得报，我们倒是没有什么挂碍了，只可惜了这孩子……小小年纪，便要跟我们过这不见人的日子……方才又差点被歹人擒去。恩公心地良善，可否对她照拂一二？双儿，来见过恩公。"
7585,"1DA1","见过恩公。"
7586,"1DA2","所谓“恩公”，确实是当不得，唤我&&便是。庄夫人，若是你们感到此处不便，大可以去我陆师叔归云庄处。"
7587,"1DA3","我等孀寡之人，还能有什么奢求？便待在这了罢。只是盼这孩子……不要像我们一样。"
7588,"1DA4","也罢，既然如此，我也不好强求。双儿姑娘，便随我去归云庄吧。"
7589,"1DA5","双儿，&&公子不但是咱们的大恩公，而且愿意收留你，你就随他去吧，好好侍奉公子。"
7590,"1DA6","是。&&公子，今后就让双儿来侍候你的起居吧。"
7591,"1DA7","何人闯岛？"
7592,"1DA8","桃花岛&&！"
7593,"1DA9","小子，天……"
7594,"1DAA","天堂有路你不走，地狱无门你闯进来是吧？上次这么说的时候，似乎你的运气差了那么一点点吧。"
7595,"1DAB","哼，油嘴滑舌。"
7596,"1DAC","“飞天神龙竹叶青”吗？这次看你还能往哪跑？"
7597,"1DAD","废话少说，手上见真章吧！"
7598,"1DAE","想不到你小子竟能寻到神龙岛上。"
7599,"1DAF","要不是有两位的海图，还真不容易寻到这偏僻之处呢。"
7600,"1DB0","＜！！！！！＞"
7601,"1DB1","＜！！！！！＞"
7602,"1DB2","那便更容不得你了，纳命来吧。"
7603,"1DB3","哼，一个毛头小子，居然也能闯进我教的总坛。"
7604,"1DB4","教主息怒！"
7605,"1DB5","教主神威盖世，自然不会将区区小辈放入眼中。"
7606,"1DB6","小子既然敢来我教总坛，那就休想活着回去！来人，拿下！"
7607,"1DB7","神龙教勾结外族，犯我中华，人人得而诛之。就算我今日不成，以后还有千万义士！再说，今日鹿死谁手，尚未可知。"
7608,"1DB8","来……来人！我神龙教的弟子呢？"
7609,"1DB9","不必叫了。"
7610,"1DBA","＜！！！！＞阿荃……你说什么？"
7611,"1DBB","我忍辱偷生，只为今日。"
7612,"1DBC","＜怪不得打了这么久，还不见有神龙教众增援，原来是她做的手脚。＞"
7613,"1DBD","什……什么？我待你不够好么？"
7614,"1DBE","罢！罢！成日担惊受怕，终是逃不过今日！"
7615,"1DBF","你待她好又怎样？她心怀鬼胎，我们这些老骨头是洞若观火。只有你，哼哼……"
7616,"1DC0","住口！阿荃，我且问你。这些年来，为了让你开心，我对你百依百顺。锦衣玉食，绝世武功，甚至这神龙教的基业……我有求必应，可曾亏待过你些许？"
7617,"1DC1","咳……咳咳……许大哥，看来不仅是我们老啦。教主，他也老啦，昔年的英雄豪气，是半分都没剩下来。一腔热血，全随着温柔乡去啦！"
7618,"1DC2","不错，你是待我极好。"
7619,"1DC3","洪安通，看起来，你的好还有人记着呐！哈哈，哈哈哈……"
7620,"1DC4","那又怎样？我教教规本为过而设。可这些年来，她无故杀了多少人？全教上下人人自危，当有今日，当有今日！"
7621,"1DC5","当年起事之时，共有一千零二十三名老兄弟……现今……唉，却是有半数死于这妇人手中。教主昏聩，只可惜了这些弟兄……"
7622,"1DC6","你当日抢我过门，我还是待在闺中，少不更事的年纪。一晃至今，已是小十年的光景。一个女人，又能有几个十年？在我的年纪，别的女人想的是机杼女功，相夫教子。我却苟且偷生，日日只想着复仇！锦衣玉食……你见过那笼中的鸟儿么？我困死在这岛上，正与它同病相怜，又怎么开心得起来？"
7623,"1DC7","＜未想这内里竟如此曲折……这十年来，他们又是谁负了谁呢？仇恨，可怕的东西啊……＞"
7624,"1DC8","我神龙教人杰无数，今日竟覆于一女子之手！非战之过，非战之过！"
7625,"1DC9","声音渐低，许雪亭气绝身亡"
7626,"1DCA","他们死了，许雪亭也死了，终是逃不过……逃不过……"
7627,"1DCB","张淡月气绝身亡"
7628,"1DCC","你当真对我半点爱意也无？"
7629,"1DCD","自从你逼我做你妻子那一天起，我就恨你入骨。苟活至今，只为倾覆神龙教，杀你复仇。"
7630,"1DCE","我洪安通半生雄踞一方，到头来……我……笑话！！！哈哈哈哈！！！笑话！！！！哈哈……………………"
7631,"1DCF","洪安通气绝身亡"
7632,"1DD0","你虽然强迫我嫁你，可是……可是成亲以来，你自始至终待我很好。我却从来没真心对你。人非草木，我又怎能没有愧疚？尘归尘，土归土。你若死而有知，也不用再放在心上了。"
7633,"1DD1","教主……唉，早知如此，何必当初？我这把老骨头，便也随你去见众兄弟了罢！"
7634,"1DD2","无根道人自绝身亡"
7635,"1DD3","我这神龙教主夫人，想必人人得而诛之。我今日大仇得报，了无牵挂，少侠请动手吧。"
7636,"1DD4","……你走吧。"
7637,"1DD5","＜！！！＞"
7638,"1DD6","若没有你，今日说不得还有一场苦战。你也是可怜人……走吧。若觉江湖无处安身，可去江南归云庄。"
7639,"1DD7","…………"
7640,"1DD8","韦兄弟你终于溜……嗯？这位倒是有些面生。"
7641,"1DD9","大胆刁民！我堂堂……"
7642,"1DDA","公主息怒，公主息怒。这是我江湖上的朋友，不懂宫内的规矩。"
7643,"1DDB","＜公主？＞"
7644,"1DDC","咳……那个……&&兄弟，你我是兄弟不是？"
7645,"1DDD","＜@&#%，以韦小宝这不吃亏的脾气，如此殷勤，定然有事相求＞韦兄弟，有什么事你便说吧。"
7646,"1DDE","那是最好了。这个……这位，便是皇帝的亲妹妹，建宁公主。"
7647,"1DDF","什么？？？你……"
7648,"1DE0","我也是着急呐！辣块妈妈的，怎么什么事都扯到老……我的身上！公主逼我带她出宫“闯荡江湖”，偏偏我那些朋友……这要是有个七长八短，老子又有什么办法？"
7649,"1DE1","＜公主出宫，天地会的兄弟自然是不会放过，可拿下公主又有什么用处？＞韦兄弟不必多虑，我修书一封，她去我陆师叔归云庄处便是。到时自有我师叔替你斡旋。江南山水秀丽，定然不会让公主失望。"
7650,"1DE2","＜等的就是你这句话＞好兄弟！果然够义气。改天我请你去丽……大吃一顿！"
7651,"1DE3","对了，令堂此刻正于归云庄暂住，她老人家可是想你的紧哪。"
7652,"1DE4","＜老娘……在京城这么久，也一直无法回扬州看她，不知道她现在怎么样……＞多谢兄弟照顾我老娘。"
7653,"1DE5","韦兄弟今天好兴致，既不……嗯？这位倒是有些面生。"
7654,"1DE6","大胆刁民！我堂堂……"
7655,"1DE7","公主息怒，公主息怒。这是我江湖上的朋友，不懂宫内的规矩。"
7656,"1DE8","＜公主？＞"
7657,"1DE9","咳……那个……这个……"
7658,"1DEA","小宝，你平时油嘴滑舌，现在支支吾吾，怕是遇到什么难事了吧。"
7659,"1DEB","韦兄弟，有什么事你便说吧。"
7660,"1DEC","＜还是师父了解我＞这个……这位，便是皇帝的亲妹妹，建宁公主。"
7661,"1DED","什么？？？你……"
7662,"1DEE","小宝，这怎么回事？"
7663,"1DEF","我也是着急呐！辣块妈妈的，怎么什么事都扯到老……我的身上！公主逼我带她出宫“闯荡江湖”，偏偏我那些朋友……这要是有个七长八短，老子又有什么办法？"
7664,"1DF0","＜捉住公主对反清大业毫无用处，可会中兄弟却不会理会这些，现在却又不便交代……＞"
7665,"1DF1","韦兄弟不必多虑，可请陈总舵主修书一封，她去我陆师叔归云庄处便是。到时自有我师叔替你斡旋。江南山水秀丽，定然不会让公主失望。"
7666,"1DF2","＜等的就是你这句话＞好兄弟！果然够义气。改天我请你去丽……大吃一顿！"
7667,"1DF3","小宝，令堂此刻正于归云庄暂住，她可是想你的紧哪。你此去归云庄，可要好好照顾。"
7668,"1DF4","＜老娘……在京城这么久，也一直无法回扬州看她，不知道她现在怎么样……＞是，师父。"
7669,"1DF5","吴六奇，你不知自爱，卑鄙无耻，甘为满清鞑子鹰犬，枉为丐帮长老！还不乖乖束手就擒，随我回去见黄帮主和执法长老，接受帮规处置！"
7670,"1DF6","哈哈，抱歉得很，我吴六奇这辈子只认乔帮主一位，自他退位，我姓吴的便再非丐帮中人。你要拿我这满清鞑子的走狗，废话少说，便请动手；再要拿帮规压我，却是万万不能的了。"
7671,"1DF7","？？？这是怎么回事？！"
7672,"1DF8","执迷不悟，既然如此，老叫花子要清理门户了！"
7673,"1DF9","怕你不成！"
7674,"1DFA","二位且慢！"
7675,"1DFB","二位，都是自家兄弟，有话好说，何必动手？"
7676,"1DFC","哼，谁跟他自家兄弟！"
7677,"1DFD","哼，丐帮的兄弟，吴某人可高攀不起！"
7678,"1DFE","＜这两人怎么都跟吃了炸药似的……＞两位，请听我一言……"
7679,"1DFF","在这里啦，在这里啦！"
7680,"1E00","清兵？这地方如此偏僻，怎会惊动了他们？"
7681,"1E01","吴六奇，你他妈的果然不是好人！"
7682,"1E02","保护大人，保护大人！把这两个都抓起来！"
7683,"1E03","住手！你们来做什么？"
7684,"1E04","回禀大人，小的们听说大人一早出门，久久未归，又听有人说见到大人跟一个老乞丐在一起，小的怕是丐帮那伙叫花子来找大人的麻烦，大人虽然神勇无敌，可是那些叫花儿……"
7685,"1E05","什么老乞丐小乞丐，本官自与这位兄弟出来吃酒叙旧，哪轮得到你们来管。不过凑巧见这老叫花子可怜，赏他几两银子，也值得你们大惊小怪？"
7686,"1E06","你！"
7687,"1E07","＜吴六奇看来并无恶意，我得帮他一帮＞不错，老叫化，你拿了银子，这就快走罢，莫扰了我们瞧这雪景。＜低声＞长老，小不忍则乱大谋，眼下清兵甚多，不如暂退，保存实力，再作计较。"
7688,"1E08","……好罢。"
7689,"1E09","你们站在这里做什么？还不退下！"
7690,"1E0A","是，是，小的告退。"
7691,"1E0B","吴长老，你这是……"
7692,"1E0C","&&少侠，吴某已经说过，再非丐帮中人，吴长老三字，请休要再提。"
7693,"1E0D","吴……吴大哥，你是为了乔帮主的事么？这又何苦……"
7694,"1E0E","&&少侠，我知道你是黄帮主的弟子，可是自乔帮主退位，吴某对丐帮实已心灰意冷，之后种种，一言难尽，少侠若想劝吴某重归丐帮，那咱们便没什么好说的了，告辞。"
7695,"1E0F","唉，吴长老对乔……乔大哥向来敬重有加，也难怪会如此不平。可是他怎么会在盛京，那些清兵，又对他如此恭敬？"
7696,"1E10","这其中必有隐情，我还是找找刚才那位奚长老问问吧。"
7697,"1E11","其中必有隐情，&&，我们还是先寻到适才那位丐帮兄弟，询问一下个中原委，再作打算。"
7698,"1E12","陈总舵主说的是，咱们走吧。"
7699,"1E13","奚长老，你跟吴……吴大哥到底为什么打起来？你说什么鞑子鹰犬？"
7700,"1E14","吴六奇……那吴六奇自聚贤庄离了丐帮，不思洁身自好，报效国家；反而去投了鞑子，坏我社稷！他既然出身于丐帮，我丐帮自是不能袖手旁观。我自关内北上至此，好容易逮到了这个机会，不想……唉……"
7701,"1E15","＜奚长老……＞"
7702,"1E16","奚长老既然如此愤慨，想来曾对吴六奇抱有极大期望，否则也不致失态若此。"
7703,"1E17","是了，当日在杏子林与聚贤庄，吴大哥昂藏不屈，甘冒众怒。端的是一位热血男儿，怎会做出这弃家叛国之事？我定要去寻个明白。"
7704,"1E18","吴大哥大好男儿，怎么会甘为鞑子的走狗？我定要去寻个明白。"
7705,"1E19","吴大哥……"
7706,"1E1A","&&少侠，明人不做暗事。你此次前来，怕不是与吴某喝酒叙旧那么简单吧？"
7707,"1E1B","这……"
7708,"1E1C","少侠若是来与吴某喝酒叙旧，那么吴某随时欢迎，若是和今日白天之事有关，那便请回吧。"
7709,"1E1D","吴大哥，我只想问你一句，你投靠清廷……当真没有别的苦衷么？"
7710,"1E1E","不必多言，既然乔帮主这样的英雄人物都是胡人，我吴六奇为何做不了鞑子的走狗？"
7711,"1E1F","（……）"
7712,"1E20","吴大哥……"
7713,"1E21","&&少侠，明人不说暗话。你此次前来，怕不是与吴某喝酒叙旧那么简单吧？"
7714,"1E22","这……"
7715,"1E23","好一个“明人不说暗话”。我且问你，你弃汉投满，又算不算得“明人”？"
7716,"1E24","哼，何为明？何为暗？乔帮主虽为外族，却是盖世英雄；反倒是所谓“天下第一大帮”，钩心斗角，争权夺利。乔帮主一片赤诚，从未做过有损丐帮之事。当初不过是对杀害马副帮主的凶手人选有所怀疑，可那姓徐的却迫不及待地蹦出来公布帮主身世，抓了鸡毛当令箭，还真是明得紧，明得紧哪。"
7717,"1E25","日久见人心，徐长老是何用意，来日方长，自然可见。只是吴长老你，现下意欲何为？"
7718,"1E26","（唔？）"
7719,"1E27","徐长老所为虽失偏颇，可确有未雨绸缪之意。吴长老身为清廷高官，双手遍染同胞鲜血，又有何目的？是为乔峰鸣冤，还是只为泄你的私愤呢？若是前者，乔峰在杏子林尚且立誓不杀汉人，吴长老所为，不啻于雪上加霜，更使得亲愈痛，仇愈快；若是后者……"
7720,"1E28","（……）"
7721,"1E29","不错，中原确有些昏聩之人，可是你的同袍兄弟呢？你可曾为他们想过？陈某听闻，当日杏子林大会，你亦曾一呼百应。可是现在，你又怎么见他们，他们又怎么想？"
7722,"1E2A","他们……当时吴某也不过是承了乔帮主的面子……我……确是错了。这双手……"
7723,"1E2B","吴六奇拔出刀来，一刀斩去左手两根手指"
7724,"1E2C","丐帮吴某已无颜回去，现下路往何方，还望总舵主教我！"
7725,"1E2D","你这又是何苦……吴兄既有悔改之心，那自是不能继续做这丧尽天良之事。可是以吴兄现下在江湖上的名声……又难为丐帮所容。不如前往归云庄暂栖，他日我等共举大事，自可为兄弟正名！"
7726,"1E2E","那是再好不过。"
7727,"1E2F","平大夫，你好啊。"
7728,"1E30","我哪里好？我一点都不好！"
7729,"1E31","平大夫，你这是怎么了？"
7730,"1E32","我治不好圣姑要我治的人！我治不好令狐冲，我还算什么杀人名医，我还算什么武林四大名医！我还不如死了呢！我还不如死了呢！"
7731,"1E33","汗，平大夫，你不要激动，当医生的，谁没碰到过一些个疑难杂症呢，这样就寻死寻活的太说不过去了吧。"
7732,"1E34","你懂什么！我医一人杀一人，现在医不了人，我就只好杀了自己。"
7733,"1E35","＜这什么鬼道理，怎么听都没有逻辑可言……＞这个，平大夫，其实，令狐兄的伤已经治好了。"
7734,"1E36","治好了？谁替他治的？无嗔老鬼？不对他早死了。胡青牛那厮？也不对啊，那家伙只医明教的人。对了，一定是他，一定是薛慕华对不对。"
7735,"1E37","＜汗，这四大神医感情还都是老相识啊？＞"
7736,"1E38","薛慕华，你个老混蛋，以为起个外号叫阎王敌就了不起了吗，你要真能敌得过阎王，上次就不会被一条冰蚕给难住了，你个老不死的……"
7737,"1E39","＜没完没了了还……＞咳咳，其实，平大夫，令狐兄不是薛神医治好的。"
7738,"1E3A","你叫他什么！"
7739,"1E3B","呃，薛……薛大夫，不是他治好令狐兄的，是令狐兄修炼了吸星大法之后自己治好了内伤。"
7740,"1E3C","吸……星大法？！他怎么会吸星大法？"
7741,"1E3D","这事儿说来就长了，大致是这样的，那一日………………"
7742,"1E3E","原来任教主当年是被东方不败暗算了，唉，这中间居然还有这么多事老夫被瞒在谷里，看来当日离开黑木崖总坛是对的，否则现在也不知道是不是早让人背后一刀砍翻了。"
7743,"1E3F","现在令狐兄已经没事了，平大夫也不必再为此介怀了。"
7744,"1E40","不对，听你刚才所说，任教主没有把他领悟的克制真气反噬的方法传给令狐冲？"
7745,"1E41","呃，对，他说除非令狐兄做他的光明右使，否则就算是成了他的女婿，也不会传他这套功法，哎呦，这样的话，令狐兄将来岂不危险？"
7746,"1E42","吸星大法有极大的隐患，令狐冲将来肯定会受到真气反噬，那样的话他还是死路一条。"
7747,"1E43","平大夫，这可得请你帮帮忙啊。"
7748,"1E44","受人之事，忠人之托，于情于理，老夫也必须去帮帮令狐冲，只是。"
7749,"1E45","只是什么？"
7750,"1E46","老夫虽然精研药理，但有些疑难杂症却是由内力真气运行不当而造成的，实非我所能治，也只能多炼制一些灵丹妙药，以备不时之需，能救得一时算一时吧。"
7751,"1E47","那也好啊，总比什么都没有强。"
7752,"1E48","我就先去归云庄了，你找到令狐冲的话，带他来见我便是。"
7753,"1E49","好，平大夫你慢走。"
7754,"1E4A","平大夫，你好啊。"
7755,"1E4B","我哪里好？我一点都不好！"
7756,"1E4C","平大夫，你这是怎么了？"
7757,"1E4D","我治不好圣姑要我治的人！我治不好令狐冲，我还算什么杀人名医，我还算什么武林四大名医！我还不如死了呢！我还不如死了呢！"
7758,"1E4E","平大夫，你放心吧，我已经没事了。"
7759,"1E4F","你没事了？你居然没事了？这怎么可能？"
7760,"1E50","这世上一切皆有可能……"
7761,"1E51","谁替你治的？无嗔老鬼？不对他早死了。胡青牛那厮？也不对啊，那家伙只医明教的人。对了，一定是他，一定是薛慕华对不对。"
7762,"1E52","＜汗，这四大神医感情还都是老相识啊？＞"
7763,"1E53","平大夫，其实……"
7764,"1E54","你闭嘴，薛慕华，你个老混蛋，以为起个外号叫阎王敌就了不起了吗，你要真能敌得过阎王，上次就不会被一条冰蚕给难住了，你个老不死的……"
7765,"1E55","＜没完没了了还……＞咳咳，其实，平大夫，令狐兄不是薛神医治好的。"
7766,"1E56","你叫他什么！"
7767,"1E57","呃，薛……薛大夫，不是他治好令狐兄的，是令狐兄修炼了吸星大法之后自己治好了内伤。"
7768,"1E58","吸……星大法？！你怎么会吸星大法？"
7769,"1E59","这事儿说来就长了，大致是这样的，那一日………………"
7770,"1E5A","原来任教主当年是被东方不败暗算了，唉，这中间居然还有这么多事老夫被瞒在谷里，看来当日离开黑木崖总坛是对的，否则现在也不知道是不是早让人背后一刀砍翻了。"
7771,"1E5B","如今在下已经没事了，平大夫也不必再为此介怀了。"
7772,"1E5C","不对，听你刚才所说，任教主没有把他领悟的克制真气反噬的方法传给你？"
7773,"1E5D","任教主说，除非在下答应投靠与他，做他的光明右使，否则就算是成了他的女婿，也不会传我他的功法？"
7774,"1E5E","吸星大法有极大的隐患，你将来肯定会受到真气反噬，到头来还是死路一条。"
7775,"1E5F","平大夫，这可得请你帮帮忙啊。"
7776,"1E60","受人之事，忠人之托，于情于理，老夫也必须帮令狐冲渡过难关，只是。"
7777,"1E61","只是什么？"
7778,"1E62","老夫虽然精研药理，但有些疑难杂症却是由内力真气运行不当而造成的，实非我所能治，也只能多炼制一些灵丹妙药，以备不时之需，能救得一时算一时吧。"
7779,"1E63","那也好啊，总比什么都没有强。"
7780,"1E64","生死各有天命，我能捡回这条命来已经是造化了，还奢求什么。"
7781,"1E65","我就先去归云庄炼制灵药去了，令狐冲，你要经常回来吃我的药才行啊。"
7782,"1E66","多谢平大夫关心，我会的。"
7783,"1E67","平大夫你慢走。"
7784,"1E68","这里怎么躺了五个人不像人鬼不像鬼的家伙？"
7785,"1E69","喂，你武功很好啊，你叫甚么名字？"
7786,"1E6A","我叫欧阳锋，你叫甚么名字？"
7787,"1E6B","＜欧阳锋！西毒！等等，好像不大对啊，听说欧阳锋是西域人，而这人明明是个中原老乞丐么＞"
7788,"1E6C","我不知道。喂，我叫甚么名字？"
7789,"1E6D","哈哈，你自己的名字也不知道。快回家想想罢。"
7790,"1E6E","你一定知道，你跟我说。"
7791,"1E6F","好罢，你名叫臭蛤蟆。"
7792,"1E70","臭蛤蟆？蛤蟆？蛤蟆……"
7793,"1E71","嘿嘿。"
7794,"1E72","你笑什么！"
7795,"1E73","我笑就笑，关你屁事。"
7796,"1E74","我看你的样子就讨厌，打死你！"
7797,"1E75","来啊，看我好好收拾你这只臭蛤蟆。"
7798,"1E76","＜静观其变吧……＞"
7799,"1E77","＜这两人的武功实在是太厉害了，那个老乞丐使的居然是是降龙掌，当今天下，会用降龙掌的不出三人，难道他就是北丐洪七公？＞"
7800,"1E78","老家伙厉害得很啊。"
7801,"1E79","臭蛤蟆也很了不起，你的蛤蟆功威力不减当年啊。"
7802,"1E7A","＜蛤蟆功，当年杨师兄就是用蛤蟆功打伤了小武师兄才被送到全真教去的，据说这是当年欧阳锋的绝学，难道这人才是欧阳锋？＞"
7803,"1E7B","小子，看戏看得够了吗，出来吧。"
7804,"1E7C","＜晕，原来一早就被看穿了＞咳咳，晚辈&&，见过两位前辈。"
7805,"1E7D","哦？原来你是靖儿当初收的那个弟子，怎样，靖儿和蓉儿最近还好吧？"
7806,"1E7E","＜果然是他＞师父师母现在襄阳助军守城，一切安好，只是时常挂念着洪老……不对，时常挂念着师公您。"
7807,"1E7F","哈哈，小子倒也聪明，让你猜出了我的身份，那家伙的身份想必你也知道了吧。"
7808,"1E80","他莫非就是西毒？"
7809,"1E81","不错，他就是西毒欧阳锋，当年被蓉儿用假的九阴真经经文给弄得神智混乱，连自己都不认识了，过了这么多年好像都没好。"
7810,"1E82","喂，你们鬼鬼祟祟的说些什么！"
7811,"1E83","我们在说你的武功太差，和你打架不过瘾。"
7812,"1E84","我武功差？那谁的武功好！"
7813,"1E85","诺，这五个家伙的师祖，武功好像就不错。"
7814,"1E86","胡说！那家伙的武功怎么会比我好，五个小子，你们说，我的武功好还是那个秃驴武功好！"
7815,"1E87","我我……我"
7816,"1E88","嘿，这五个家伙刚才成了我和那臭蛤蟆的比拼内力的媒介，现在恐怕连说话的力气都没有了。"
7817,"1E89","师公，这五个家伙是谁啊？他们的师祖是？"
7818,"1E8A","他们五个人叫什么藏边五丑，是什么金轮法王二徒弟的弟子，近年来做了几件大案子，很是嚣张啊。"
7819,"1E8B","原来是金轮法王的徒孙啊。"
7820,"1E8C","怎么，你认识他们师祖？"
7821,"1E8D","何止认识，都交手好几次了。金轮法王就是日月神教四僧众中的金僧。"
7822,"1E8E","哦？原来是传说中的金僧，日月神教倒也真本事，中原西域的武林人士都不放过啊。"
7823,"1E8F","还不止金轮法王呢，大辽国师鸠摩智是火僧，青教血刀门门主血刀老祖是水僧，还有一个至今不明身份的雷僧潜伏在武林中。"
7824,"1E90","嘿，好家伙，听说现任教主东方不败号称武功天下第一，当年华山论剑的时候，还不知道他这天下第一在哪儿呢，有机会的话，老乞丐倒真想看看他是怎么个厉害法。"
7825,"1E91","一个个说话都说不清楚，没用。喂，小子。"
7826,"1E92","叫我？"
7827,"1E93","叫的就是你，你认识他们师祖吗？"
7828,"1E94","认识。"
7829,"1E95","他武功怎么样？"
7830,"1E96","很好。"
7831,"1E97","有多好？有没有我好？"
7832,"1E98","对我来说，差不多，因为我肯定接不了你们任何一人二十招，所以没法判断。"
7833,"1E99","哼。"
7834,"1E9A","喂，臭蛤蟆，怎么样了？问出个所以然没有啊？"
7835,"1E9B","上次碰到那个臭秃驴没来得及和他比试，现在这五个家伙说不出话来，我也不知道了。"
7836,"1E9C","你好像也认识他们师祖？"
7837,"1E9D","死秃子一个，我当然认识。要不是那个大胡子拦着，我上次就能和他分出胜负了。"
7838,"1E9E","大胡子？哪个大胡子？他武功很厉害吗？能拦住你？"
7839,"1E9F","大胡子，就是大胡子嘛！大胡子人很好，给我东西吃还给我大屋子住，他还叫那秃驴不准跟我打，他人很好，他的话要听。"
7840,"1EA0","＜能让金轮法王听命的，是谁？魔教中除了东方不败之外，还有哪个高层有这个权力？＞呃，那这大胡子姓什么？姓张？"
7841,"1EA1","不对！他不姓张！他姓！他姓什么来着？"
7842,"1EA2","你问我我问谁……"
7843,"1EA3","对了，他和我儿子一个姓！"
7844,"1EA4","＜低声＞师公，日月神教有姓欧阳的很有权势的大胡子吗？"
7845,"1EA5","据我所知，没有。"
7846,"1EA6","日月神教没有和你儿子同姓的，老不羞啊，还骗人。"
7847,"1EA7","我没骗人！那个大胡子就是和我儿子同姓！我儿子，对啊，我的儿子上哪儿去了？儿子，乖儿子，你在哪儿啊，快出来，爸爸把整套蛤蟆功传给你啊。"
7848,"1EA8","真是疯子……把蛤蟆功传给一个不存在的人。等等，蛤蟆功？难道是？你儿子是不是姓杨？"
7849,"1EA9","杨？好像，好像是姓杨，是姓杨。唉？那我儿子姓杨，我该姓什么？"
7850,"1EAA","杨，莫非是杨莲亭？"
7851,"1EAB","杨莲亭，听说这人是日月神教现任总管，虽然不在日月赋高手之列，但权力之大，仅次于教主东方不败而已，可谓是一人之下万人之上啊。"
7852,"1EAC","＜低声＞难道欧阳锋加入了魔教？"
